OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,Cost,Profit,PaymentMethod,Channel
O063771,2023-06-25,C0115,P0066,S014,4,30547.55,0.0,122190.2,0.0,122190.2,76863.4,45326.8,Debit Card,Online
O063772,2023-03-11,C0521,P0075,S016,3,12119.83,0.0,36359.49,0.0,36359.49,23320.62,13038.87,Debit Card,Online
O063773,2024-10-23,C0133,P0058,S003,1,47365.69,0.05,47365.69,2368.28,44997.41,36316.98,8680.43,Credit Card,Store
O063774,2024-07-12,C0556,P0086,S023,7,35098.82,0.25,245691.74,61422.94,184268.8,152491.92,31776.88,Debit Card,Store
O063775,2023-04-13,C0572,P0006,S015,7,27051.68,0.05,189361.76,9468.09,179893.67,139526.24,40367.43,Credit Card,Store
O063776,2024-12-15,C0362,P0071,S004,2,34630.81,0.1,69261.62,6926.16,62335.46,51051.38,11284.08,Cash,Online
O063777,2023-07-04,C0454,P0049,S004,4,14503.88,0.05,58015.52,2900.78,55114.74,49738.76,5375.98,Credit Card,Online
O063778,2024-08-12,C0367,P0038,S010,6,15584.94,0.15,93509.64,14026.45,79483.19,58441.86,21041.33,Credit Card,Store
O063779,2025-03-10,C0677,P0055,S006,6,31377.99,0.25,188267.94,47066.98,141200.96,144013.8,-2812.84,Credit Card,Online
O063780,2024-04-11,C0536,P0078,S014,7,4041.58,0.25,28291.06,7072.76,21218.3,19525.52,1692.78,Cash,Store
O063781,2023-12-04,C0046,P0074,S022,7,9219.01,0.1,64533.07,6453.31,58079.76,45663.52,12416.24,Cash,Store
O063782,2025-09-09,C0794,P0045,S015,1,33198.11,0.1,33198.11,3319.81,29878.3,23434.65,6443.65,Net Banking,Store
O063783,2025-05-26,C0972,P0089,S004,6,22128.53,0.1,132771.18,13277.12,119494.06,96474.9,23019.16,Net Banking,Online
O063784,2025-07-14,C0388,P0014,S005,1,22856.03,0.1,22856.03,2285.6,20570.43,19044.41,1526.02,Debit Card,Online
O063785,2023-06-20,C0558,P0071,S002,3,34630.81,0.1,103892.43,10389.24,93503.19,76577.07,16926.12,Credit Card,Online
O063786,2023-10-27,C0661,P0030,S019,6,51804.68,0.1,310828.08,31082.81,279745.27,231108.42,48636.85,Cash,Store
O063787,2024-02-27,C0213,P0081,S016,1,8857.67,0.15,8857.67,1328.65,7529.02,5472.68,2056.34,Cash,Store
O063788,2023-07-04,C0681,P0060,S021,5,41509.57,0.0,207547.85,0.0,207547.85,173442.85,34105.0,Cash,Store
O063789,2024-02-28,C0204,P0003,S020,3,55571.12,0.1,166713.36,16671.34,150042.02,119539.26,30502.76,Debit Card,Store
O063790,2023-09-29,C0099,P0002,S017,5,35438.99,0.05,177194.95,8859.75,168335.2,146690.7,21644.5,UPI,Online
O063791,2024-06-10,C0876,P0029,S010,6,53178.63,0.2,319071.78,63814.36,255257.42,232199.76,23057.66,Credit Card,Online
O063792,2025-02-14,C0761,P0073,S010,5,57746.18,0.1,288730.9,28873.09,259857.81,176723.9,83133.91,Net Banking,Store
O063793,2024-03-25,C0084,P0038,S024,3,15584.94,0.25,46754.82,11688.7,35066.12,29220.93,5845.19,Debit Card,Online
O063794,2025-03-02,C0075,P0097,S018,4,15892.42,0.05,63569.68,3178.48,60391.2,53858.2,6533.0,Net Banking,Online
O063795,2024-02-28,C0108,P0085,S004,3,61980.93,0.2,185942.79,37188.56,148754.23,134968.44,13785.79,UPI,Online
O063796,2024-06-25,C0894,P0065,S015,3,25975.98,0.1,77927.94,7792.79,70135.15,60757.47,9377.68,UPI,Store
O063797,2023-12-26,C0782,P0036,S008,1,44674.03,0.1,44674.03,4467.4,40206.63,32296.32,7910.31,Debit Card,Online
O063798,2023-04-03,C0983,P0092,S020,5,2788.32,0.05,13941.6,697.08,13244.52,9440.0,3804.52,Net Banking,Store
O063799,2023-01-17,C0948,P0060,S011,4,41509.57,0.05,166038.28,8301.91,157736.37,138754.28,18982.09,Net Banking,Online
O063800,2023-07-20,C0810,P0094,S002,6,65163.26,0.1,390979.56,39097.96,351881.6,256504.98,95376.62,Net Banking,Store
O063801,2024-11-06,C0441,P0086,S005,3,35098.82,0.0,105296.46,0.0,105296.46,65353.68,39942.78,Credit Card,Online
O063802,2023-04-20,C0828,P0015,S020,4,57162.78,0.0,228651.12,0.0,228651.12,141038.0,87613.12,UPI,Online
O063803,2024-06-02,C0097,P0049,S007,7,14503.88,0.1,101527.16,10152.72,91374.44,87042.83,4331.61,UPI,Online
O063804,2023-05-26,C0154,P0073,S012,3,57746.18,0.2,173238.54,34647.71,138590.83,106034.34,32556.49,Cash,Store
O063805,2024-02-14,C0690,P0052,S020,6,4853.23,0.0,29119.38,0.0,29119.38,25046.7,4072.68,Cash,Online
O063806,2023-10-24,C0003,P0118,S013,7,18125.18,0.1,126876.26,12687.63,114188.63,97629.98,16558.65,Debit Card,Online
O063807,2023-08-20,C0273,P0063,S011,6,46255.4,0.1,277532.4,27753.24,249779.16,231481.14,18298.02,Credit Card,Store
O063808,2024-07-18,C0308,P0016,S003,3,41548.13,0.15,124644.39,18696.66,105947.73,81364.71,24583.02,UPI,Online
O063809,2025-09-03,C0950,P0065,S001,1,25975.98,0.2,25975.98,5195.2,20780.78,20252.49,528.29,Net Banking,Online
O063810,2024-12-16,C0131,P0019,S016,6,2812.49,0.0,16874.94,0.0,16874.94,12295.32,4579.62,Net Banking,Store
O063811,2023-09-18,C0902,P0049,S006,1,14503.88,0.2,14503.88,2900.78,11603.1,12434.69,-831.59,Debit Card,Online
O063812,2025-07-19,C0764,P0009,S004,2,35362.09,0.15,70724.18,10608.63,60115.55,58724.74,1390.81,Credit Card,Online
O063813,2025-10-06,C0880,P0118,S023,3,18125.18,0.1,54375.54,5437.55,48937.99,41841.42,7096.57,Net Banking,Online
O063814,2025-04-09,C0782,P0011,S023,3,27719.22,0.0,83157.66,0.0,83157.66,53472.39,29685.27,UPI,Online
O063815,2023-08-27,C0003,P0062,S019,7,52236.35,0.0,365654.45,0.0,365654.45,251966.05,113688.4,Net Banking,Store
O063816,2023-07-03,C0072,P0013,S023,2,1589.34,0.0,3178.68,0.0,3178.68,2258.28,920.4,Cash,Online
O063817,2025-11-30,C0940,P0094,S020,5,65163.26,0.2,325816.3,65163.26,260653.04,213754.15,46898.89,Credit Card,Store
O063818,2025-09-01,C0400,P0010,S008,6,15555.2,0.25,93331.2,23332.8,69998.4,67716.0,2282.4,Credit Card,Store
O063819,2024-04-05,C0685,P0053,S013,1,14083.25,0.05,14083.25,704.16,13379.09,9214.83,4164.26,UPI,Online
O063820,2024-05-15,C0926,P0089,S006,6,22128.53,0.0,132771.18,0.0,132771.18,96474.9,36296.28,UPI,Online
O063821,2024-08-06,C0049,P0023,S012,6,35515.92,0.2,213095.52,42619.1,170476.42,130013.76,40462.66,Net Banking,Online
O063822,2025-08-31,C0316,P0064,S001,4,21932.27,0.1,87729.08,8772.91,78956.17,74903.44,4052.73,UPI,Store
O063823,2023-11-24,C0719,P0037,S019,1,25779.41,0.05,25779.41,1288.97,24490.44,16354.26,8136.18,Net Banking,Store
O063824,2025-01-13,C0556,P0053,S015,3,14083.25,0.1,42249.75,4224.98,38024.77,27644.49,10380.28,Credit Card,Store
O063825,2025-10-26,C0920,P0046,S015,3,31990.41,0.0,95971.23,0.0,95971.23,82943.88,13027.35,UPI,Online
O063826,2023-11-25,C0489,P0026,S022,2,5744.15,0.05,11488.3,574.42,10913.88,8435.94,2477.94,Net Banking,Online
O063827,2023-11-06,C0345,P0094,S021,3,65163.26,0.1,195489.78,19548.98,175940.8,128252.49,47688.31,Net Banking,Online
O063828,2023-05-28,C0314,P0110,S002,7,60107.62,0.05,420753.34,21037.67,399715.67,265538.77,134176.9,Cash,Online
O063829,2025-03-11,C0680,P0110,S024,3,60107.62,0.05,180322.86,9016.14,171306.72,113802.33,57504.39,Debit Card,Online
O063830,2023-10-26,C0242,P0111,S004,5,2547.56,0.1,12737.8,1273.78,11464.02,8919.45,2544.57,UPI,Online
O063831,2023-01-23,C0333,P0049,S020,3,14503.88,0.05,43511.64,2175.58,41336.06,37304.07,4031.99,Credit Card,Online
O063832,2024-07-04,C0416,P0018,S022,6,68610.63,0.15,411663.78,61749.57,349914.21,250937.64,98976.57,Debit Card,Online
O063833,2024-09-04,C0656,P0041,S021,2,40907.03,0.15,81814.06,12272.11,69541.95,67315.84,2226.11,Credit Card,Online
O063834,2023-01-20,C0019,P0003,S021,3,55571.12,0.05,166713.36,8335.67,158377.69,119539.26,38838.43,Debit Card,Online
O063835,2025-03-23,C0527,P0001,S025,6,52107.98,0.0,312647.88,0.0,312647.88,227679.18,84968.7,Cash,Online
O063836,2024-09-04,C0474,P0115,S024,2,6929.5,0.0,13859.0,0.0,13859.0,8694.4,5164.6,Cash,Store
O063837,2024-05-31,C0130,P0107,S020,7,8889.67,0.05,62227.69,3111.38,59116.31,40784.73,18331.58,Cash,Store
O063838,2024-01-12,C0340,P0022,S020,1,49779.42,0.05,49779.42,2488.97,47290.45,37943.06,9347.39,Debit Card,Online
O063839,2024-12-06,C0008,P0048,S008,6,6356.96,0.0,38141.76,0.0,38141.76,30029.94,8111.82,Net Banking,Store
O063840,2025-04-02,C0999,P0020,S005,4,8872.99,0.05,35491.96,1774.6,33717.36,26925.72,6791.64,Net Banking,Store
O063841,2025-04-21,C0765,P0075,S020,4,12119.83,0.15,48479.32,7271.9,41207.42,31094.16,10113.26,Credit Card,Online
O063842,2024-03-01,C0807,P0038,S023,3,15584.94,0.1,46754.82,4675.48,42079.34,29220.93,12858.41,Net Banking,Online
O063843,2024-07-02,C0222,P0071,S017,7,34630.81,0.05,242415.67,12120.78,230294.89,178679.83,51615.06,Net Banking,Online
O063844,2023-10-06,C0436,P0115,S003,4,6929.5,0.1,27718.0,2771.8,24946.2,17388.8,7557.4,Credit Card,Store
O063845,2023-08-28,C0410,P0032,S023,1,15930.32,0.05,15930.32,796.52,15133.8,13667.82,1465.98,Credit Card,Store
O063846,2025-08-03,C0095,P0065,S006,3,25975.98,0.15,77927.94,11689.19,66238.75,60757.47,5481.28,Debit Card,Online
O063847,2024-03-10,C0894,P0091,S011,1,17296.62,0.1,17296.62,1729.66,15566.96,11510.85,4056.11,UPI,Store
O063848,2023-10-27,C0061,P0093,S002,2,22690.33,0.1,45380.66,4538.07,40842.59,30709.72,10132.87,UPI,Store
O063849,2025-03-11,C0847,P0102,S022,5,43277.59,0.1,216387.95,21638.8,194749.15,132501.25,62247.9,Net Banking,Online
O063850,2025-02-02,C0163,P0052,S004,7,4853.23,0.1,33972.61,3397.26,30575.35,29221.15,1354.2,Net Banking,Store
O063851,2023-10-25,C0638,P0069,S010,4,24149.0,0.0,96596.0,0.0,96596.0,75543.16,21052.84,Credit Card,Store
O063852,2023-07-11,C1000,P0007,S019,1,30383.16,0.0,30383.16,0.0,30383.16,23556.16,6827.0,Cash,Online
O063853,2024-11-23,C0277,P0079,S016,7,43495.23,0.15,304466.61,45669.99,258796.62,257202.19,1594.43,Cash,Store
O063854,2025-10-03,C0264,P0011,S005,1,27719.22,0.2,27719.22,5543.84,22175.38,17824.13,4351.25,UPI,Online
O063855,2023-06-12,C0125,P0118,S023,1,18125.18,0.05,18125.18,906.26,17218.92,13947.14,3271.78,Debit Card,Store
O063856,2023-09-20,C0990,P0103,S012,3,37812.72,0.2,113438.16,22687.63,90750.53,70682.43,20068.1,Net Banking,Store
O063857,2025-10-16,C0179,P0099,S024,1,11507.58,0.15,11507.58,1726.14,9781.44,8983.64,797.8,UPI,Online
O063858,2025-03-13,C0777,P0040,S013,7,7245.57,0.15,50718.99,7607.85,43111.14,39960.34,3150.8,Cash,Online
O063859,2024-10-22,C0949,P0007,S013,4,30383.16,0.25,121532.64,30383.16,91149.48,94224.64,-3075.16,UPI,Online
O063860,2024-01-04,C0724,P0047,S016,2,53543.09,0.0,107086.18,0.0,107086.18,83511.86,23574.32,UPI,Online
O063861,2024-05-28,C0631,P0058,S009,1,47365.69,0.15,47365.69,7104.85,40260.84,36316.98,3943.86,Credit Card,Store
O063862,2023-07-27,C0100,P0062,S024,1,52236.35,0.05,52236.35,2611.82,49624.53,35995.15,13629.38,Cash,Online
O063863,2025-06-08,C0414,P0059,S020,4,50073.47,0.05,200293.88,10014.69,190279.19,167306.04,22973.15,Net Banking,Online
O063864,2024-07-03,C0647,P0032,S017,7,15930.32,0.0,111512.24,0.0,111512.24,95674.74,15837.5,UPI,Store
O063865,2025-05-23,C0945,P0117,S003,2,65800.05,0.05,131600.1,6580.01,125020.09,87494.7,37525.39,UPI,Store
O063866,2025-08-19,C0310,P0062,S024,4,52236.35,0.2,208945.4,41789.08,167156.32,143980.6,23175.72,UPI,Store
O063867,2023-04-17,C0533,P0110,S021,6,60107.62,0.15,360645.72,54096.86,306548.86,227604.66,78944.2,Net Banking,Online
O063868,2025-08-03,C0006,P0110,S007,4,60107.62,0.1,240430.48,24043.05,216387.43,151736.44,64650.99,Cash,Online
O063869,2023-12-03,C0403,P0109,S019,4,41295.94,0.0,165183.76,0.0,165183.76,113433.28,51750.48,Credit Card,Online
O063870,2023-12-26,C0596,P0111,S021,4,2547.56,0.15,10190.24,1528.54,8661.7,7135.56,1526.14,Cash,Store
O063871,2024-05-17,C0126,P0054,S005,1,58600.33,0.15,58600.33,8790.05,49810.28,41794.4,8015.88,Net Banking,Online
O063872,2023-11-22,C0882,P0088,S018,2,55752.39,0.0,111504.78,0.0,111504.78,85290.12,26214.66,Debit Card,Online
O063873,2024-01-09,C0085,P0023,S003,7,35515.92,0.15,248611.44,37291.72,211319.72,151682.72,59637.0,Cash,Store
O063874,2025-01-29,C0762,P0106,S020,2,6169.68,0.15,12339.36,1850.9,10488.46,8622.86,1865.6,Cash,Online
O063875,2023-12-14,C0670,P0067,S012,3,19601.26,0.05,58803.78,2940.19,55863.59,36824.37,19039.22,Credit Card,Online
O063876,2024-10-28,C0859,P0030,S025,7,51804.68,0.0,362632.76,0.0,362632.76,269626.49,93006.27,Credit Card,Online
O063877,2024-01-22,C0056,P0008,S016,5,37037.97,0.1,185189.85,18518.98,166670.87,138526.1,28144.77,Cash,Online
O063878,2023-12-23,C0949,P0062,S021,2,52236.35,0.1,104472.7,10447.27,94025.43,71990.3,22035.13,Net Banking,Online
O063879,2023-06-05,C0083,P0053,S010,4,14083.25,0.2,56333.0,11266.6,45066.4,36859.32,8207.08,Debit Card,Store
O063880,2025-08-04,C0969,P0040,S009,3,7245.57,0.25,21736.71,5434.18,16302.53,17125.86,-823.33,Net Banking,Online
O063881,2023-05-11,C0962,P0061,S010,4,34524.73,0.05,138098.92,6904.95,131193.97,118327.6,12866.37,Net Banking,Store
O063882,2024-08-29,C0179,P0048,S013,1,6356.96,0.2,6356.96,1271.39,5085.57,5004.99,80.58,UPI,Store
O063883,2023-10-13,C0594,P0046,S016,1,31990.41,0.15,31990.41,4798.56,27191.85,27647.96,-456.11,Net Banking,Store
O063884,2025-12-18,C0713,P0028,S025,4,16489.02,0.0,65956.08,0.0,65956.08,47035.12,18920.96,Cash,Store
O063885,2023-03-18,C0895,P0059,S024,4,50073.47,0.0,200293.88,0.0,200293.88,167306.04,32987.84,Net Banking,Online
O063886,2024-04-11,C0200,P0018,S016,7,68610.63,0.05,480274.41,24013.72,456260.69,292760.58,163500.11,UPI,Online
O063887,2024-07-13,C0170,P0092,S004,1,2788.32,0.0,2788.32,0.0,2788.32,1888.0,900.32,Cash,Store
O063888,2025-12-17,C0603,P0038,S022,7,15584.94,0.05,109094.58,5454.73,103639.85,68182.17,35457.68,Net Banking,Online
O063889,2023-06-17,C0951,P0069,S001,2,24149.0,0.1,48298.0,4829.8,43468.2,37771.58,5696.62,UPI,Online
O063890,2025-07-01,C0575,P0120,S018,2,557.2,0.0,1114.4,0.0,1114.4,735.7,378.7,Credit Card,Store
O063891,2023-03-16,C0707,P0079,S017,6,43495.23,0.1,260971.38,26097.14,234874.24,220459.02,14415.22,Cash,Online
O063892,2023-11-14,C0861,P0120,S005,3,557.2,0.05,1671.6,83.58,1588.02,1103.55,484.47,Debit Card,Online
O063893,2025-07-06,C0316,P0024,S019,2,7080.82,0.1,14161.64,1416.16,12745.48,12043.64,701.84,Debit Card,Online
O063894,2024-02-18,C0400,P0101,S012,2,37009.27,0.0,74018.54,0.0,74018.54,48191.34,25827.2,Credit Card,Store
O063895,2024-10-05,C0906,P0053,S019,5,14083.25,0.05,70416.25,3520.81,66895.44,46074.15,20821.29,Cash,Store
O063896,2024-03-05,C0221,P0066,S003,3,30547.55,0.05,91642.65,4582.13,87060.52,57647.55,29412.97,UPI,Online
O063897,2025-09-11,C0105,P0075,S024,5,12119.83,0.05,60599.15,3029.96,57569.19,38867.7,18701.49,Cash,Online
O063898,2023-04-11,C0056,P0059,S010,5,50073.47,0.15,250367.35,37555.1,212812.25,209132.55,3679.7,UPI,Online
O063899,2025-12-13,C0895,P0073,S020,6,57746.18,0.15,346477.08,51971.56,294505.52,212068.68,82436.84,Debit Card,Online
O063900,2023-09-14,C0734,P0068,S001,5,20811.71,0.2,104058.55,20811.71,83246.84,74260.9,8985.94,UPI,Online
O063901,2024-10-12,C0662,P0080,S018,2,17401.68,0.0,34803.36,0.0,34803.36,23492.58,11310.78,Credit Card,Store
O063902,2023-10-14,C0329,P0105,S015,2,51715.72,0.0,103431.44,0.0,103431.44,62939.16,40492.28,Cash,Store
O063903,2025-05-22,C0509,P0051,S021,4,22992.05,0.25,91968.2,22992.05,68976.15,69699.08,-722.93,Debit Card,Online
O063904,2025-02-10,C0497,P0112,S014,1,57105.32,0.15,57105.32,8565.8,48539.52,38736.51,9803.01,Net Banking,Online
O063905,2023-06-24,C0881,P0036,S023,1,44674.03,0.1,44674.03,4467.4,40206.63,32296.32,7910.31,Credit Card,Online
O063906,2023-09-28,C0974,P0112,S018,7,57105.32,0.2,399737.24,79947.45,319789.79,271155.57,48634.22,Credit Card,Store
O063907,2025-02-04,C0014,P0057,S025,5,55115.43,0.2,275577.15,55115.43,220461.72,201566.9,18894.82,Credit Card,Online
O063908,2024-07-04,C0610,P0050,S012,4,11790.54,0.05,47162.16,2358.11,44804.05,35213.76,9590.29,Net Banking,Online
O063909,2024-08-25,C0557,P0024,S025,1,7080.82,0.1,7080.82,708.08,6372.74,6021.82,350.92,Debit Card,Online
O063910,2024-02-06,C0632,P0049,S016,7,14503.88,0.0,101527.16,0.0,101527.16,87042.83,14484.33,Debit Card,Store
O063911,2025-01-11,C0508,P0110,S017,1,60107.62,0.0,60107.62,0.0,60107.62,37934.11,22173.51,Credit Card,Store
O063912,2025-10-15,C0966,P0052,S010,1,4853.23,0.05,4853.23,242.66,4610.57,4174.45,436.12,Credit Card,Store
O063913,2023-04-25,C0156,P0043,S014,5,48231.87,0.1,241159.35,24115.94,217043.41,160048.05,56995.36,UPI,Store
O063914,2025-01-30,C0216,P0056,S018,1,54159.05,0.15,54159.05,8123.86,46035.19,34449.34,11585.85,UPI,Online
O063915,2025-10-22,C0260,P0095,S005,6,48060.1,0.0,288360.6,0.0,288360.6,236703.54,51657.06,UPI,Store
O063916,2023-08-31,C0696,P0006,S022,3,27051.68,0.15,81155.04,12173.26,68981.78,59796.96,9184.82,Debit Card,Online
O063917,2024-04-02,C0185,P0023,S008,7,35515.92,0.25,248611.44,62152.86,186458.58,151682.72,34775.86,UPI,Online
O063918,2024-09-13,C0283,P0080,S023,5,17401.68,0.2,87008.4,17401.68,69606.72,58731.45,10875.27,Net Banking,Online
O063919,2025-04-30,C0247,P0066,S006,2,30547.55,0.15,61095.1,9164.26,51930.84,38431.7,13499.14,Credit Card,Store
O063920,2025-01-23,C0258,P0030,S019,3,51804.68,0.15,155414.04,23312.11,132101.93,115554.21,16547.72,UPI,Online
O063921,2025-12-21,C0704,P0015,S016,1,57162.78,0.2,57162.78,11432.56,45730.22,35259.5,10470.72,Net Banking,Online
O063922,2024-09-02,C0178,P0025,S004,2,54590.07,0.1,109180.14,10918.01,98262.13,85103.86,13158.27,Credit Card,Online
O063923,2025-08-15,C0966,P0049,S022,4,14503.88,0.15,58015.52,8702.33,49313.19,49738.76,-425.57,Credit Card,Store
O063924,2024-07-23,C0103,P0090,S005,5,13870.6,0.15,69353.0,10402.95,58950.05,43367.65,15582.4,UPI,Online
O063925,2023-12-08,C0650,P0033,S010,2,22156.53,0.05,44313.06,2215.65,42097.41,35447.84,6649.57,Credit Card,Store
O063926,2025-01-08,C0023,P0056,S001,4,54159.05,0.1,216636.2,21663.62,194972.58,137797.36,57175.22,Credit Card,Online
O063927,2024-03-16,C0553,P0047,S003,1,53543.09,0.05,53543.09,2677.15,50865.94,41755.93,9110.01,Credit Card,Store
O063928,2024-12-21,C0027,P0067,S014,7,19601.26,0.15,137208.82,20581.32,116627.5,85923.53,30703.97,Net Banking,Online
O063929,2024-12-11,C0493,P0082,S003,3,11137.01,0.2,33411.03,6682.21,26728.82,25472.85,1255.97,Credit Card,Online
O063930,2023-03-22,C0218,P0034,S013,2,12319.1,0.2,24638.2,4927.64,19710.56,16564.54,3146.02,Net Banking,Online
O063931,2024-08-12,C0140,P0025,S024,6,54590.07,0.0,327540.42,0.0,327540.42,255311.58,72228.84,Debit Card,Store
O063932,2023-01-15,C0286,P0039,S005,4,18147.99,0.2,72591.96,14518.39,58073.57,62071.48,-3997.91,Cash,Online
O063933,2024-03-25,C0751,P0118,S003,4,18125.18,0.2,72500.72,14500.14,58000.58,55788.56,2212.02,Debit Card,Online
O063934,2024-12-21,C0293,P0096,S002,7,23648.17,0.1,165537.19,16553.72,148983.47,116691.68,32291.79,Net Banking,Store
O063935,2024-12-17,C0912,P0051,S006,7,22992.05,0.0,160944.35,0.0,160944.35,121973.39,38970.96,Cash,Online
O063936,2023-04-24,C0866,P0062,S015,5,52236.35,0.05,261181.75,13059.09,248122.66,179975.75,68146.91,UPI,Online
O063937,2025-09-23,C0374,P0024,S011,3,7080.82,0.1,21242.46,2124.25,19118.21,18065.46,1052.75,Debit Card,Online
O063938,2025-03-19,C0451,P0032,S021,7,15930.32,0.05,111512.24,5575.61,105936.63,95674.74,10261.89,Credit Card,Store
O063939,2023-12-06,C0117,P0002,S010,4,35438.99,0.0,141755.96,0.0,141755.96,117352.56,24403.4,Credit Card,Store
O063940,2024-05-07,C0004,P0043,S020,7,48231.87,0.1,337623.09,33762.31,303860.78,224067.27,79793.51,Net Banking,Online
O063941,2023-05-21,C0699,P0061,S025,3,34524.73,0.1,103574.19,10357.42,93216.77,88745.7,4471.07,Cash,Online
O063942,2024-02-02,C0823,P0016,S023,5,41548.13,0.15,207740.65,31161.1,176579.55,135607.85,40971.7,UPI,Online
O063943,2025-01-10,C0746,P0061,S019,6,34524.73,0.2,207148.38,41429.68,165718.7,177491.4,-11772.7,Net Banking,Store
O063944,2025-08-24,C0638,P0026,S005,1,5744.15,0.05,5744.15,287.21,5456.94,4217.97,1238.97,Debit Card,Online
O063945,2024-10-08,C0142,P0032,S006,1,15930.32,0.0,15930.32,0.0,15930.32,13667.82,2262.5,Credit Card,Online
O063946,2023-11-06,C0656,P0053,S021,6,14083.25,0.15,84499.5,12674.92,71824.58,55288.98,16535.6,Debit Card,Store
O063947,2025-09-19,C0242,P0055,S002,3,31377.99,0.0,94133.97,0.0,94133.97,72006.9,22127.07,Debit Card,Store
O063948,2024-08-19,C0893,P0025,S019,1,54590.07,0.05,54590.07,2729.5,51860.57,42551.93,9308.64,Credit Card,Online
O063949,2025-03-24,C0341,P0107,S009,6,8889.67,0.1,53338.02,5333.8,48004.22,34958.34,13045.88,Cash,Store
O063950,2025-02-15,C0047,P0032,S009,1,15930.32,0.0,15930.32,0.0,15930.32,13667.82,2262.5,Debit Card,Store
O063951,2024-03-11,C0324,P0017,S022,2,19951.2,0.1,39902.4,3990.24,35912.16,25847.24,10064.92,Cash,Store
O063952,2023-01-23,C0418,P0029,S019,2,53178.63,0.15,106357.26,15953.59,90403.67,77399.92,13003.75,Cash,Online
O063953,2024-11-25,C0276,P0090,S016,2,13870.6,0.0,27741.2,0.0,27741.2,17347.06,10394.14,Cash,Store
O063954,2025-09-04,C0121,P0010,S024,3,15555.2,0.15,46665.6,6999.84,39665.76,33858.0,5807.76,Cash,Online
O063955,2025-08-03,C0587,P0116,S023,4,11809.02,0.1,47236.08,4723.61,42512.47,36443.2,6069.27,Cash,Online
O063956,2025-07-31,C0289,P0116,S025,2,11809.02,0.05,23618.04,1180.9,22437.14,18221.6,4215.54,Debit Card,Online
O063957,2024-01-16,C0852,P0110,S024,1,60107.62,0.2,60107.62,12021.52,48086.1,37934.11,10151.99,UPI,Store
O063958,2025-09-19,C0464,P0083,S003,1,39997.52,0.1,39997.52,3999.75,35997.77,26505.43,9492.34,Debit Card,Store
O063959,2023-01-16,C0587,P0107,S012,4,8889.67,0.05,35558.68,1777.93,33780.75,23305.56,10475.19,Credit Card,Store
O063960,2023-12-13,C0138,P0020,S016,1,8872.99,0.05,8872.99,443.65,8429.34,6731.43,1697.91,UPI,Online
O063961,2024-11-17,C0161,P0054,S001,3,58600.33,0.1,175800.99,17580.1,158220.89,125383.2,32837.69,Net Banking,Online
O063962,2023-12-08,C0758,P0066,S008,3,30547.55,0.1,91642.65,9164.26,82478.39,57647.55,24830.84,Net Banking,Online
O063963,2023-01-29,C0142,P0038,S014,2,15584.94,0.15,31169.88,4675.48,26494.4,19480.62,7013.78,Debit Card,Store
O063964,2023-07-11,C0798,P0066,S013,4,30547.55,0.15,122190.2,18328.53,103861.67,76863.4,26998.27,Debit Card,Online
O063965,2025-10-24,C0967,P0062,S021,7,52236.35,0.0,365654.45,0.0,365654.45,251966.05,113688.4,Credit Card,Online
O063966,2024-04-14,C0370,P0098,S020,3,15533.41,0.0,46600.23,0.0,46600.23,34699.62,11900.61,Net Banking,Online
O063967,2023-07-04,C0009,P0075,S022,7,12119.83,0.1,84838.81,8483.88,76354.93,54414.78,21940.15,Net Banking,Store
O063968,2024-11-09,C0658,P0061,S018,2,34524.73,0.0,69049.46,0.0,69049.46,59163.8,9885.66,Net Banking,Store
O063969,2024-02-15,C0935,P0040,S003,7,7245.57,0.2,50718.99,10143.8,40575.19,39960.34,614.85,Net Banking,Online
O063970,2024-03-07,C0506,P0028,S016,7,16489.02,0.0,115423.14,0.0,115423.14,82311.46,33111.68,UPI,Online
O063971,2025-11-03,C0466,P0051,S011,1,22992.05,0.1,22992.05,2299.2,20692.85,17424.77,3268.08,Cash,Online
O063972,2024-08-17,C0765,P0086,S021,1,35098.82,0.0,35098.82,0.0,35098.82,21784.56,13314.26,Net Banking,Store
O063973,2023-03-29,C0006,P0106,S006,3,6169.68,0.1,18509.04,1850.9,16658.14,12934.29,3723.85,Net Banking,Online
O063974,2025-10-29,C0337,P0090,S008,7,13870.6,0.1,97094.2,9709.42,87384.78,60714.71,26670.07,Cash,Store
O063975,2023-01-05,C0245,P0030,S007,4,51804.68,0.15,207218.72,31082.81,176135.91,154072.28,22063.63,Debit Card,Store
O063976,2025-01-22,C0004,P0068,S018,1,20811.71,0.1,20811.71,2081.17,18730.54,14852.18,3878.36,Credit Card,Online
O063977,2023-04-24,C0617,P0115,S004,4,6929.5,0.05,27718.0,1385.9,26332.1,17388.8,8943.3,Cash,Online
O063978,2023-10-25,C0497,P0067,S008,5,19601.26,0.1,98006.3,9800.63,88205.67,61373.95,26831.72,UPI,Online
O063979,2025-12-16,C0208,P0024,S004,1,7080.82,0.1,7080.82,708.08,6372.74,6021.82,350.92,Debit Card,Store
O063980,2023-07-04,C0266,P0007,S012,1,30383.16,0.1,30383.16,3038.32,27344.84,23556.16,3788.68,UPI,Online
O063981,2025-12-01,C0924,P0025,S005,5,54590.07,0.1,272950.35,27295.04,245655.31,212759.65,32895.66,Cash,Online
