CustomerID,CustomerName,Gender,Age,City,Region,Segment
C0965,Customer 0965,Male,33,Pune,West,Corporate
C0966,Customer 0966,Female,29,Bengaluru,South,Corporate
C0967,Customer 0967,Female,43,Hyderabad,South,Small Business
C0968,Customer 0968,Female,20,Jaipur,North,Consumer
C0969,Customer 0969,Male,47,Patna,East,Corporate
C0970,Customer 0970,Male,26,Kochi,South,Consumer
C0971,Customer 0971,Male,45,Patna,East,Corporate
C0972,Customer 0972,Male,21,Lucknow,North,Consumer
C0973,Customer 0973,Female,45,Gurugram,North,Small Business
C0974,Customer 0974,Male,47,Ahmedabad,West,Small Business
C0975,Customer 0975,Male,32,Bengaluru,South,Small Business
C0976,Customer 0976,Female,42,Bengaluru,South,Consumer
C0977,Customer 0977,Female,52,Patna,East,Small Business
C0978,Customer 0978,Female,29,Lucknow,North,Small Business
C0979,Customer 0979,Female,55,Lucknow,North,Consumer
C0980,Customer 0980,Female,20,Noida,North,Corporate
C0981,Customer 0981,Female,41,Ranchi,East,Corporate
C0982,Customer 0982,Female,42,Hyderabad,South,Consumer
C0983,Customer 0983,Female,52,Kochi,South,Consumer
C0984,Customer 0984,Female,26,Mysuru,South,Small Business
C0985,Customer 0985,Male,52,Bengaluru,South,Corporate
C0986,Customer 0986,Male,62,Bengaluru,South,Small Business
C0987,Customer 0987,Female,19,Gurugram,North,Corporate
C0988,Customer 0988,Male,36,Indore,Central,Consumer
C0989,Customer 0989,Male,46,Mysuru,South,Small Business
C0990,Customer 0990,Female,22,Bengaluru,South,Consumer
C0991,Customer 0991,Female,49,Ranchi,East,Corporate
C0992,Customer 0992,Female,55,Lucknow,North,Consumer
C0993,Customer 0993,Female,40,Chennai,South,Small Business
C0994,Customer 0994,Male,22,Gurugram,North,Small Business
C0995,Customer 0995,Female,44,Hyderabad,South,Consumer
C0996,Customer 0996,Male,50,Surat,West,Small Business
C0997,Customer 0997,Male,32,Patna,East,Consumer
C0998,Customer 0998,Male,54,Ahmedabad,West,Small Business
C0999,Customer 0999,Male,42,Gurugram,North,Corporate
C1000,Customer 1000,Female,53,Delhi,North,Corporate
