OrderID,ReturnDate,ReturnReason
O051379,2025-08-24,Late Delivery
O051386,2024-06-15,Late Delivery
O051393,2025-01-23,Damaged
O051402,2025-12-31,Wrong Product
O051407,2025-07-27,Late Delivery
O051409,2024-10-11,Quality Issue
O051429,2024-06-27,Damaged
O051436,2023-12-24,Late Delivery
O051481,2023-04-23,Customer Changed Mind
O051500,2023-04-29,Quality Issue
O051535,2025-12-08,Quality Issue
O051548,2025-06-02,Late Delivery
O051568,2024-02-25,Damaged
O051572,2023-03-11,Quality Issue
O051575,2025-10-17,Quality Issue
O051596,2025-11-05,Damaged
O051600,2023-05-10,Customer Changed Mind
O051611,2025-03-06,Damaged
O051613,2023-10-11,Damaged
O051642,2025-11-23,Late Delivery
O051649,2023-11-01,Damaged
O051667,2025-04-29,Late Delivery
O051670,2023-05-09,Late Delivery
O051677,2024-08-23,Quality Issue
O051682,2025-06-03,Quality Issue
O051688,2023-07-15,Wrong Product
O051701,2025-10-06,Wrong Product
O051706,2024-05-06,Late Delivery
O051737,2025-01-07,Late Delivery
O051740,2025-12-20,Quality Issue
O051750,2023-10-29,Late Delivery
O051769,2023-10-07,Customer Changed Mind
O051771,2025-12-26,Quality Issue
O051778,2023-02-23,Quality Issue
O051793,2025-12-06,Late Delivery
O051822,2024-10-16,Quality Issue
O051856,2024-08-16,Quality Issue
O051875,2023-03-09,Customer Changed Mind
O051888,2024-08-24,Damaged
O051890,2025-11-07,Damaged
O051924,2025-11-06,Wrong Product
O051956,2025-01-26,Quality Issue
O051974,2024-02-15,Customer Changed Mind
O051982,2023-05-02,Damaged
O051987,2024-10-11,Quality Issue
O051993,2023-01-12,Customer Changed Mind
O051999,2025-02-26,Customer Changed Mind
O052011,2024-08-28,Late Delivery
O052040,2025-05-18,Late Delivery
O052066,2025-05-24,Quality Issue
O052067,2023-09-26,Wrong Product
O052073,2024-01-26,Damaged
O052109,2025-02-19,Wrong Product
O052112,2023-02-19,Customer Changed Mind
O052144,2025-05-02,Damaged
O052155,2023-07-19,Damaged
O052234,2025-02-11,Quality Issue
O052241,2025-01-15,Wrong Product
O052257,2025-02-27,Wrong Product
O052258,2023-06-20,Customer Changed Mind
O052294,2023-11-08,Customer Changed Mind
O052302,2023-11-11,Wrong Product
O052303,2024-11-23,Customer Changed Mind
O052307,2024-01-25,Customer Changed Mind
O052332,2023-02-02,Late Delivery
O052337,2023-12-09,Late Delivery
O052339,2025-04-29,Wrong Product
O052340,2024-09-24,Quality Issue
O052343,2023-07-10,Quality Issue
O052348,2023-08-06,Customer Changed Mind
O052355,2025-06-30,Customer Changed Mind
O052371,2025-04-19,Customer Changed Mind
O052391,2024-07-01,Wrong Product
O052403,2024-07-27,Wrong Product
O052405,2024-05-20,Damaged
O052446,2023-05-04,Quality Issue
O052465,2024-07-20,Wrong Product
O052482,2025-05-25,Customer Changed Mind
O052487,2023-12-07,Damaged
O052534,2025-08-30,Customer Changed Mind
O052539,2024-04-08,Quality Issue
O052558,2024-02-21,Damaged
O052591,2025-03-07,Customer Changed Mind
O052605,2025-11-07,Damaged
O052623,2023-02-27,Late Delivery
O052627,2023-08-08,Wrong Product
O052629,2024-04-21,Late Delivery
O052660,2024-04-05,Damaged
O052663,2025-12-01,Damaged
O052676,2025-06-02,Customer Changed Mind
O052681,2023-06-27,Customer Changed Mind
O052698,2023-11-26,Quality Issue
O052706,2024-03-30,Quality Issue
O052709,2024-05-14,Quality Issue
O052718,2025-08-02,Customer Changed Mind
O052726,2025-06-04,Wrong Product
O052763,2023-05-04,Quality Issue
O052767,2025-01-18,Quality Issue
O052777,2023-08-16,Damaged
O052784,2024-08-06,Damaged
O052807,2023-11-29,Wrong Product
O052810,2024-11-30,Late Delivery
O052818,2024-09-24,Late Delivery
O052822,2025-11-25,Wrong Product
O052824,2023-03-20,Wrong Product
O052829,2023-01-22,Late Delivery
O052831,2024-01-06,Late Delivery
O052859,2023-02-04,Wrong Product
O052868,2023-04-07,Quality Issue
O052878,2025-02-21,Customer Changed Mind
O052881,2024-03-05,Customer Changed Mind
O052883,2024-07-20,Quality Issue
O052886,2024-12-22,Damaged
O052905,2023-09-17,Customer Changed Mind
O052926,2025-04-30,Wrong Product
O052967,2023-07-13,Wrong Product
O052968,2024-08-10,Damaged
O052987,2025-10-02,Damaged
O052990,2024-03-15,Late Delivery
O053013,2025-05-02,Late Delivery
O053036,2024-12-19,Damaged
O053041,2023-03-08,Wrong Product
O053054,2025-07-31,Wrong Product
O053073,2025-08-05,Late Delivery
O053150,2023-04-21,Customer Changed Mind
O053154,2024-05-14,Quality Issue
O053181,2024-08-16,Damaged
O053184,2023-03-10,Damaged
O053199,2023-02-22,Late Delivery
O053203,2023-06-03,Damaged
O053206,2025-07-25,Customer Changed Mind
O053238,2024-11-01,Wrong Product
O053254,2023-06-18,Damaged
O053267,2023-07-14,Quality Issue
O053271,2024-03-02,Late Delivery
O053274,2023-07-30,Damaged
O053300,2024-03-20,Late Delivery
O053343,2024-08-02,Wrong Product
O053346,2023-09-19,Late Delivery
O053349,2025-02-05,Quality Issue
O053353,2023-02-07,Customer Changed Mind
O053357,2024-06-20,Damaged
O053407,2024-03-06,Wrong Product
O053408,2023-06-01,Customer Changed Mind
O053432,2024-04-09,Quality Issue
O053450,2025-03-15,Damaged
O053464,2023-06-13,Quality Issue
O053487,2024-03-28,Quality Issue
O053501,2023-03-25,Late Delivery
O053504,2024-03-09,Damaged
O053537,2024-11-29,Damaged
O053539,2024-07-01,Wrong Product
O053575,2023-12-12,Damaged
O053597,2025-12-05,Customer Changed Mind
O053617,2023-08-21,Customer Changed Mind
O053620,2024-08-11,Customer Changed Mind
O053624,2024-07-16,Wrong Product
O053648,2024-08-11,Late Delivery
O053658,2025-05-07,Wrong Product
O053677,2025-11-16,Quality Issue
O053678,2024-05-26,Wrong Product
O053703,2024-07-25,Late Delivery
O053705,2023-04-09,Damaged
O053708,2024-12-09,Quality Issue
O053717,2024-09-24,Quality Issue
O053724,2025-10-05,Customer Changed Mind
O053778,2023-12-02,Wrong Product
O053784,2024-10-05,Damaged
O053820,2024-08-02,Damaged
O053864,2023-12-07,Quality Issue
O053888,2023-02-24,Damaged
O053892,2024-11-20,Damaged
O053894,2024-01-07,Late Delivery
O053911,2026-01-04,Damaged
O053926,2024-09-20,Quality Issue
O053940,2025-10-26,Quality Issue
O053952,2024-10-04,Damaged
O053953,2023-09-30,Wrong Product
O053960,2025-01-01,Quality Issue
O053978,2024-03-17,Quality Issue
O053979,2023-01-30,Damaged
O053988,2025-10-03,Wrong Product
O054001,2024-02-23,Late Delivery
O054005,2025-12-25,Quality Issue
O054006,2023-09-29,Late Delivery
O054010,2023-11-03,Customer Changed Mind
O054015,2023-08-31,Wrong Product
O054050,2023-04-06,Wrong Product
O054064,2024-01-03,Customer Changed Mind
O054074,2025-04-17,Customer Changed Mind
O054077,2024-02-16,Late Delivery
O054078,2024-08-06,Damaged
O054082,2025-04-24,Wrong Product
O054084,2026-01-06,Wrong Product
O054085,2023-10-15,Quality Issue
O054096,2024-09-15,Damaged
O054132,2024-12-18,Wrong Product
O054140,2023-04-25,Wrong Product
O054141,2025-03-05,Customer Changed Mind
O054162,2025-12-30,Wrong Product
O054163,2024-11-15,Late Delivery
O054167,2025-06-15,Damaged
O054201,2024-12-30,Late Delivery
O054223,2025-06-02,Damaged
O054265,2023-07-01,Damaged
O054273,2024-08-06,Customer Changed Mind
O054274,2024-04-06,Damaged
O054286,2024-02-04,Wrong Product
O054293,2023-12-29,Customer Changed Mind
O054295,2023-07-07,Customer Changed Mind
O054297,2025-06-25,Customer Changed Mind
O054317,2025-12-06,Damaged
O054322,2025-07-14,Late Delivery
O054351,2025-10-10,Customer Changed Mind
O054361,2024-12-23,Customer Changed Mind
O054383,2024-04-28,Customer Changed Mind
O054398,2025-06-20,Late Delivery
O054402,2023-04-19,Wrong Product
O054411,2023-01-27,Wrong Product
O054421,2025-08-29,Wrong Product
O054422,2024-01-18,Customer Changed Mind
O054424,2025-03-18,Wrong Product
O054431,2024-04-15,Late Delivery
O054446,2024-10-29,Quality Issue
O054452,2023-08-14,Quality Issue
O054459,2023-10-04,Quality Issue
O054467,2025-01-17,Late Delivery
O054469,2024-12-01,Customer Changed Mind
O054488,2024-10-17,Damaged
O054495,2025-11-22,Late Delivery
O054508,2025-09-06,Damaged
O054543,2025-08-24,Quality Issue
O054551,2023-11-12,Wrong Product
O054597,2023-10-05,Quality Issue
O054598,2023-06-06,Customer Changed Mind
O054619,2023-01-10,Customer Changed Mind
O054633,2024-05-26,Customer Changed Mind
O054638,2024-10-15,Customer Changed Mind
O054662,2023-11-15,Late Delivery
O054678,2023-01-23,Wrong Product
O054684,2023-11-24,Quality Issue
O054686,2023-02-28,Quality Issue
O054721,2025-08-10,Quality Issue
O054738,2025-04-09,Wrong Product
O054741,2024-07-08,Wrong Product
O054748,2025-10-15,Wrong Product
O054757,2023-01-20,Customer Changed Mind
O054801,2025-05-23,Late Delivery
O054804,2024-03-19,Late Delivery
O054809,2023-05-25,Quality Issue
O054811,2024-04-03,Quality Issue
O054847,2023-10-31,Quality Issue
O054855,2024-05-15,Quality Issue
O054864,2024-07-01,Customer Changed Mind
O054865,2024-03-12,Customer Changed Mind
O054893,2025-07-25,Damaged
O054927,2024-06-18,Customer Changed Mind
O054928,2025-06-23,Customer Changed Mind
O054943,2023-04-14,Late Delivery
O054950,2024-08-02,Wrong Product
O054954,2025-08-25,Wrong Product
O054960,2025-08-21,Damaged
O054961,2024-07-04,Damaged
O054964,2024-12-09,Wrong Product
O054966,2025-12-09,Quality Issue
O054967,2025-12-17,Wrong Product
O055021,2025-06-16,Quality Issue
O055073,2023-02-05,Wrong Product
O055123,2023-09-25,Customer Changed Mind
O055156,2023-07-25,Late Delivery
O055177,2024-11-28,Quality Issue
O055184,2023-08-17,Wrong Product
O055189,2025-09-27,Damaged
O055191,2023-09-26,Customer Changed Mind
O055214,2025-09-09,Customer Changed Mind
O055224,2025-09-17,Wrong Product
O055227,2024-09-25,Late Delivery
O055244,2023-10-16,Quality Issue
O055254,2023-03-26,Quality Issue
O055283,2025-06-21,Quality Issue
O055292,2024-11-08,Damaged
O055313,2023-09-02,Quality Issue
O055323,2025-06-17,Wrong Product
O055332,2023-09-26,Late Delivery
O055340,2023-12-11,Wrong Product
O055342,2024-04-27,Customer Changed Mind
O055348,2025-03-29,Wrong Product
O055366,2023-02-28,Quality Issue
O055372,2024-04-06,Wrong Product
O055385,2023-05-05,Customer Changed Mind
O055393,2024-02-03,Late Delivery
O055415,2024-07-27,Customer Changed Mind
O055434,2023-10-18,Late Delivery
O055437,2025-09-29,Late Delivery
O055447,2026-01-02,Late Delivery
O055458,2025-07-26,Wrong Product
O055466,2023-05-25,Late Delivery
O055474,2024-11-24,Wrong Product
O055485,2025-03-17,Customer Changed Mind
O055512,2023-05-28,Damaged
O055517,2023-01-14,Customer Changed Mind
O055528,2025-08-27,Customer Changed Mind
O055534,2024-04-25,Late Delivery
O055536,2023-03-14,Late Delivery
O055539,2023-08-12,Late Delivery
O055595,2025-12-05,Damaged
O055615,2025-11-06,Customer Changed Mind
O055618,2024-11-29,Damaged
O055651,2024-04-13,Customer Changed Mind
O055693,2024-08-15,Quality Issue
O055703,2024-06-03,Wrong Product
O055715,2024-12-25,Customer Changed Mind
O055724,2025-01-17,Wrong Product
O055753,2025-01-11,Damaged
O055755,2025-11-25,Late Delivery
O055761,2025-09-10,Damaged
O055775,2023-08-22,Quality Issue
O055807,2024-12-27,Damaged
O055820,2023-07-01,Customer Changed Mind
O055823,2024-10-28,Late Delivery
O055831,2024-10-31,Late Delivery
O055833,2024-03-29,Damaged
O055836,2024-10-18,Quality Issue
O055846,2024-02-21,Damaged
O055848,2025-01-10,Customer Changed Mind
O055859,2023-01-29,Damaged
O055864,2025-09-16,Late Delivery
O055866,2024-11-16,Damaged
O055874,2025-11-25,Quality Issue
O055884,2025-06-03,Wrong Product
O055903,2023-09-16,Late Delivery
O055914,2025-04-04,Wrong Product
O055930,2024-12-29,Wrong Product
O055939,2024-08-24,Customer Changed Mind
O055945,2023-02-08,Wrong Product
O055961,2025-02-26,Quality Issue
O055964,2025-05-06,Quality Issue
O055971,2023-10-16,Damaged
O055978,2025-06-03,Customer Changed Mind
O055996,2024-06-07,Customer Changed Mind
O055997,2023-12-15,Late Delivery
O056002,2025-04-27,Customer Changed Mind
O056014,2023-12-07,Wrong Product
O056028,2025-03-22,Late Delivery
O056038,2023-07-03,Quality Issue
O056065,2025-06-19,Quality Issue
O056110,2023-08-23,Late Delivery
O056114,2025-09-11,Late Delivery
O056121,2024-04-12,Late Delivery
O056133,2023-03-10,Customer Changed Mind
O056139,2025-08-05,Damaged
O056153,2024-06-04,Late Delivery
O056161,2023-06-02,Late Delivery
O056163,2025-11-04,Damaged
O056167,2023-04-17,Wrong Product
O056208,2025-04-03,Damaged
O056219,2025-07-31,Customer Changed Mind
O056221,2025-04-21,Quality Issue
O056227,2023-09-15,Wrong Product
O056238,2023-07-02,Wrong Product
O056253,2025-03-11,Customer Changed Mind
O056275,2024-11-13,Customer Changed Mind
O056281,2024-11-21,Quality Issue
O056282,2023-07-07,Wrong Product
O056307,2024-11-11,Damaged
O056314,2024-09-30,Damaged
O056341,2023-11-02,Customer Changed Mind
O056346,2025-04-18,Customer Changed Mind
O056368,2023-02-05,Customer Changed Mind
O056369,2024-01-12,Customer Changed Mind
O056376,2023-03-31,Damaged
O056395,2025-02-09,Customer Changed Mind
O056416,2023-05-27,Late Delivery
O056426,2025-06-01,Damaged
O056450,2025-08-16,Customer Changed Mind
O056463,2024-09-08,Late Delivery
O056469,2024-07-15,Damaged
O056474,2023-06-29,Damaged
O056510,2024-07-24,Damaged
O056518,2023-11-26,Customer Changed Mind
O056519,2025-06-19,Wrong Product
O056520,2024-04-12,Wrong Product
O056522,2024-01-21,Wrong Product
O056533,2023-09-17,Damaged
O056534,2025-08-17,Damaged
O056546,2025-08-09,Wrong Product
O056583,2023-07-25,Quality Issue
O056593,2023-11-24,Customer Changed Mind
O056596,2025-02-19,Damaged
O056613,2025-10-02,Quality Issue
O056621,2024-07-05,Wrong Product
O056638,2024-12-24,Damaged
O056656,2023-09-04,Wrong Product
O056668,2024-09-30,Customer Changed Mind
O056673,2025-05-26,Wrong Product
O056701,2025-10-28,Quality Issue
O056713,2023-04-19,Customer Changed Mind
O056716,2023-05-08,Customer Changed Mind
O056742,2024-06-13,Wrong Product
O056758,2024-05-20,Quality Issue
O056779,2024-11-01,Customer Changed Mind
O056792,2023-05-07,Customer Changed Mind
O056803,2024-07-10,Late Delivery
O056829,2023-11-06,Wrong Product
O056831,2024-04-11,Quality Issue
O056845,2023-05-27,Quality Issue
O056856,2023-08-11,Wrong Product
O056864,2025-02-28,Wrong Product
O056871,2025-10-10,Late Delivery
O056883,2024-06-04,Customer Changed Mind
O056884,2025-08-01,Customer Changed Mind
O056889,2023-06-14,Late Delivery
O056895,2025-08-29,Damaged
O056918,2023-12-24,Customer Changed Mind
O056939,2024-06-05,Quality Issue
O056989,2024-10-09,Late Delivery
O056991,2025-06-20,Customer Changed Mind
O057015,2025-08-10,Damaged
O057025,2023-04-21,Damaged
O057030,2024-10-31,Damaged
O057037,2024-06-15,Late Delivery
O057065,2025-11-22,Customer Changed Mind
O057082,2025-12-29,Quality Issue
O057097,2023-02-12,Quality Issue
O057132,2023-06-01,Customer Changed Mind
O057141,2023-05-20,Late Delivery
O057158,2024-07-24,Wrong Product
O057178,2023-08-30,Wrong Product
O057209,2024-01-15,Quality Issue
O057285,2023-09-12,Damaged
O057287,2023-12-13,Wrong Product
O057311,2023-03-22,Late Delivery
O057332,2024-03-01,Damaged
O057375,2025-05-19,Late Delivery
O057410,2025-11-15,Quality Issue
O057419,2025-01-02,Quality Issue
O057424,2025-09-19,Wrong Product
O057433,2023-02-13,Damaged
O057434,2024-10-25,Customer Changed Mind
O057460,2023-08-30,Quality Issue
O057469,2023-01-27,Wrong Product
O057494,2023-11-12,Damaged
O057520,2025-12-30,Late Delivery
O057524,2023-02-01,Quality Issue
O057539,2024-08-12,Customer Changed Mind
O057564,2024-06-09,Wrong Product
O057570,2024-09-18,Late Delivery
O057588,2023-10-05,Late Delivery
O057593,2023-07-23,Quality Issue
O057594,2024-07-01,Quality Issue
O057601,2025-10-18,Damaged
O057604,2025-05-19,Damaged
O057618,2024-09-16,Customer Changed Mind
O057622,2025-09-09,Late Delivery
O057642,2025-10-08,Late Delivery
O057649,2023-02-02,Late Delivery
O057672,2025-04-02,Damaged
O057675,2024-04-19,Wrong Product
O057696,2023-09-30,Customer Changed Mind
O057711,2023-07-27,Customer Changed Mind
O057718,2025-01-22,Wrong Product
O057722,2024-06-02,Customer Changed Mind
O057735,2023-05-26,Customer Changed Mind
O057737,2024-09-03,Damaged
O057754,2024-09-18,Wrong Product
O057773,2024-04-08,Quality Issue
O057791,2023-06-18,Customer Changed Mind
O057794,2024-11-30,Quality Issue
O057821,2024-07-16,Quality Issue
O057825,2023-10-04,Late Delivery
O057876,2024-08-07,Late Delivery
O057877,2023-08-21,Customer Changed Mind
O057881,2023-11-16,Late Delivery
O057886,2023-02-05,Late Delivery
O057889,2024-11-20,Quality Issue
O057901,2024-05-09,Quality Issue
O057918,2023-11-04,Damaged
O057922,2023-12-02,Quality Issue
O057959,2025-09-03,Customer Changed Mind
O057970,2023-04-14,Wrong Product
O057975,2023-07-25,Late Delivery
O057990,2025-11-10,Wrong Product
O057995,2025-09-21,Damaged
O058000,2025-03-04,Customer Changed Mind
O058002,2024-01-05,Customer Changed Mind
O058014,2023-12-09,Customer Changed Mind
O058021,2024-03-30,Late Delivery
O058027,2025-08-20,Damaged
O058043,2024-10-20,Customer Changed Mind
O058055,2025-01-12,Quality Issue
O058056,2025-04-18,Customer Changed Mind
O058057,2025-01-12,Customer Changed Mind
O058088,2024-05-09,Customer Changed Mind
O058131,2024-12-07,Wrong Product
O058136,2023-12-30,Wrong Product
O058148,2024-05-05,Late Delivery
O058158,2023-02-11,Damaged
O058160,2024-10-28,Quality Issue
O058189,2024-06-29,Quality Issue
O058202,2026-01-01,Quality Issue
O058223,2024-12-13,Late Delivery
O058230,2023-04-30,Damaged
O058244,2024-10-25,Wrong Product
O058258,2025-06-02,Wrong Product
O058276,2024-03-18,Customer Changed Mind
O058289,2025-11-14,Customer Changed Mind
O058291,2025-08-06,Damaged
O058301,2024-09-11,Late Delivery
O058311,2025-11-18,Quality Issue
O058319,2025-11-02,Customer Changed Mind
O058352,2024-02-23,Wrong Product
O058356,2025-02-05,Damaged
O058357,2025-01-08,Late Delivery
O058365,2024-08-16,Wrong Product
O058397,2023-11-11,Wrong Product
O058398,2024-03-13,Quality Issue
O058421,2025-09-25,Customer Changed Mind
O058430,2024-06-13,Wrong Product
O058443,2025-03-01,Customer Changed Mind
O058447,2023-10-21,Quality Issue
O058451,2024-01-27,Customer Changed Mind
O058453,2023-07-07,Quality Issue
O058464,2023-10-12,Wrong Product
O058468,2023-07-21,Customer Changed Mind
O058481,2025-10-15,Wrong Product
O058486,2023-12-14,Late Delivery
O058499,2025-07-11,Customer Changed Mind
O058513,2023-06-26,Late Delivery
O058529,2025-02-19,Wrong Product
O058535,2023-06-28,Wrong Product
O058537,2023-01-12,Wrong Product
O058554,2023-08-11,Customer Changed Mind
O058560,2024-12-10,Wrong Product
O058575,2025-12-02,Wrong Product
O058583,2023-07-21,Late Delivery
O058607,2024-01-13,Customer Changed Mind
O058625,2025-02-01,Damaged
O058630,2025-07-18,Quality Issue
O058632,2023-02-20,Quality Issue
O058637,2025-03-19,Quality Issue
O058638,2024-05-18,Late Delivery
O058660,2023-06-08,Wrong Product
O058669,2024-06-09,Late Delivery
O058684,2024-03-31,Late Delivery
O058688,2025-07-20,Late Delivery
O058695,2023-04-15,Late Delivery
O058708,2024-10-10,Quality Issue
O058724,2025-01-06,Quality Issue
O058756,2025-05-30,Damaged
O058764,2025-01-25,Wrong Product
O058771,2025-03-30,Damaged
O058779,2024-10-04,Quality Issue
O058780,2023-06-18,Wrong Product
O058798,2024-04-06,Quality Issue
O058805,2023-06-25,Customer Changed Mind
O058815,2025-02-07,Late Delivery
O058820,2023-10-13,Damaged
O058822,2023-07-01,Late Delivery
O058843,2024-10-25,Quality Issue
O058844,2024-01-13,Damaged
O058860,2025-12-15,Damaged
O058863,2025-01-23,Late Delivery
O058865,2025-01-26,Wrong Product
O058866,2023-11-09,Damaged
O058882,2025-09-08,Customer Changed Mind
O058933,2025-05-28,Damaged
O058947,2024-04-18,Late Delivery
O058949,2025-01-09,Customer Changed Mind
O058964,2024-01-24,Customer Changed Mind
O058977,2023-12-23,Quality Issue
O058986,2025-02-03,Late Delivery
O058999,2025-04-05,Quality Issue
O059007,2023-08-06,Customer Changed Mind
O059018,2023-02-01,Damaged
O059020,2023-06-29,Damaged
O059021,2024-07-03,Damaged
O059024,2025-05-04,Late Delivery
O059025,2024-08-13,Late Delivery
O059026,2025-09-20,Quality Issue
O059029,2023-04-05,Quality Issue
O059065,2023-12-11,Customer Changed Mind
O059086,2025-07-04,Quality Issue
O059103,2024-03-14,Wrong Product
O059125,2023-06-25,Customer Changed Mind
O059145,2025-12-16,Damaged
O059161,2023-12-11,Damaged
O059171,2024-06-12,Customer Changed Mind
O059185,2024-09-03,Quality Issue
O059210,2025-11-10,Wrong Product
O059219,2023-08-01,Customer Changed Mind
O059240,2025-03-05,Customer Changed Mind
O059241,2023-02-14,Wrong Product
O059248,2024-11-16,Late Delivery
O059266,2024-04-28,Late Delivery
O059270,2025-08-18,Wrong Product
O059273,2024-12-14,Wrong Product
O059279,2024-02-01,Wrong Product
O059307,2023-09-18,Quality Issue
O059326,2025-04-14,Quality Issue
O059328,2025-11-30,Wrong Product
O059340,2025-02-23,Damaged
O059368,2023-06-02,Late Delivery
O059374,2024-08-18,Late Delivery
O059382,2025-03-24,Damaged
O059387,2023-08-04,Wrong Product
O059388,2023-03-22,Late Delivery
O059394,2023-07-15,Late Delivery
O059408,2025-02-08,Wrong Product
O059419,2025-06-05,Wrong Product
O059428,2025-12-01,Late Delivery
O059432,2025-01-22,Quality Issue
O059443,2023-10-21,Late Delivery
O059444,2025-07-18,Quality Issue
O059491,2023-09-05,Late Delivery
O059502,2024-01-27,Damaged
O059512,2023-12-15,Wrong Product
O059516,2024-04-04,Damaged
O059534,2024-06-06,Customer Changed Mind
O059542,2024-04-10,Customer Changed Mind
O059543,2025-10-05,Customer Changed Mind
O059554,2023-04-24,Wrong Product
O059567,2023-10-05,Damaged
O059578,2023-09-08,Damaged
O059579,2023-06-06,Damaged
O059581,2024-08-20,Wrong Product
O059599,2025-10-25,Customer Changed Mind
O059611,2025-11-16,Late Delivery
O059647,2025-01-11,Wrong Product
O059667,2023-10-30,Quality Issue
O059687,2024-11-02,Wrong Product
O059697,2025-09-17,Customer Changed Mind
O059702,2024-08-26,Late Delivery
O059715,2024-03-16,Customer Changed Mind
O059737,2024-01-24,Late Delivery
O059738,2025-06-29,Quality Issue
O059742,2023-11-15,Late Delivery
O059743,2024-01-27,Quality Issue
O059747,2025-09-18,Late Delivery
O059748,2024-09-27,Wrong Product
O059752,2023-03-04,Wrong Product
O059754,2025-06-30,Late Delivery
O059760,2025-02-28,Quality Issue
O059765,2025-06-19,Damaged
O059769,2024-10-26,Damaged
O059770,2024-07-29,Damaged
O059789,2023-08-08,Late Delivery
O059795,2024-06-17,Customer Changed Mind
O059801,2024-09-01,Quality Issue
O059817,2025-07-08,Customer Changed Mind
O059823,2025-12-04,Quality Issue
O059848,2025-05-31,Damaged
O059854,2023-05-26,Quality Issue
O059863,2023-01-07,Customer Changed Mind
O059864,2025-11-23,Wrong Product
O059879,2024-11-08,Wrong Product
O059897,2024-07-22,Wrong Product
O059915,2023-03-02,Damaged
O059924,2024-03-12,Wrong Product
O059930,2023-07-17,Wrong Product
O059936,2025-09-16,Wrong Product
O059969,2024-08-12,Customer Changed Mind
O059978,2023-04-19,Damaged
O059997,2025-03-13,Damaged
O060029,2023-02-02,Quality Issue
O060048,2023-03-04,Quality Issue
O060051,2024-09-29,Damaged
O060059,2023-05-29,Damaged
O060060,2023-02-11,Wrong Product
O060061,2023-09-11,Quality Issue
O060067,2023-12-15,Customer Changed Mind
O060082,2025-05-03,Wrong Product
O060127,2023-01-05,Wrong Product
O060130,2024-09-21,Damaged
O060136,2024-09-12,Customer Changed Mind
O060149,2024-05-07,Quality Issue
O060165,2025-09-12,Customer Changed Mind
O060180,2023-12-20,Late Delivery
O060184,2025-10-24,Wrong Product
O060191,2025-01-10,Quality Issue
O060233,2023-12-10,Wrong Product
O060244,2023-11-03,Damaged
O060251,2025-12-21,Damaged
O060280,2025-11-07,Damaged
O060284,2023-03-19,Wrong Product
O060296,2024-03-22,Late Delivery
O060306,2023-06-03,Wrong Product
O060312,2024-06-03,Quality Issue
O060330,2025-02-08,Quality Issue
O060336,2023-06-18,Quality Issue
O060349,2025-04-04,Customer Changed Mind
O060358,2023-11-21,Customer Changed Mind
O060376,2024-03-15,Quality Issue
O060378,2024-10-22,Late Delivery
O060414,2024-10-14,Late Delivery
O060416,2025-10-19,Wrong Product
O060418,2025-10-07,Customer Changed Mind
O060425,2023-02-09,Late Delivery
O060446,2025-07-13,Quality Issue
O060459,2023-02-22,Wrong Product
O060486,2025-03-22,Wrong Product
O060507,2023-02-26,Customer Changed Mind
O060516,2025-04-13,Late Delivery
O060520,2023-02-24,Damaged
O060541,2025-11-18,Late Delivery
O060555,2023-02-08,Damaged
O060571,2024-08-15,Late Delivery
O060586,2025-11-04,Damaged
O060594,2024-11-18,Damaged
O060596,2023-10-23,Damaged
O060599,2024-12-31,Customer Changed Mind
O060614,2024-05-01,Quality Issue
O060640,2025-11-01,Quality Issue
O060654,2025-10-24,Customer Changed Mind
O060691,2024-07-20,Quality Issue
O060713,2023-01-27,Damaged
O060719,2024-01-03,Customer Changed Mind
O060722,2025-09-03,Customer Changed Mind
O060732,2025-09-29,Quality Issue
O060756,2023-11-29,Damaged
O060762,2024-05-15,Damaged
O060772,2023-04-14,Late Delivery
O060776,2024-10-04,Damaged
O060783,2025-02-10,Quality Issue
O060789,2023-06-18,Quality Issue
O060803,2024-05-19,Customer Changed Mind
O060831,2023-09-21,Quality Issue
O060851,2024-02-04,Quality Issue
O060853,2025-10-15,Damaged
O060860,2023-09-26,Late Delivery
O060874,2025-11-14,Customer Changed Mind
O060886,2024-05-20,Late Delivery
O060893,2024-12-30,Customer Changed Mind
O060899,2024-03-10,Wrong Product
O060913,2025-11-19,Quality Issue
O060924,2024-07-03,Wrong Product
O060945,2024-09-14,Quality Issue
O060949,2024-01-27,Customer Changed Mind
O060975,2024-07-14,Quality Issue
O060995,2025-03-26,Customer Changed Mind
O060997,2023-10-11,Late Delivery
O061001,2023-09-05,Damaged
O061036,2024-06-10,Wrong Product
O061051,2024-05-25,Late Delivery
O061053,2024-06-30,Quality Issue
O061056,2025-07-01,Quality Issue
O061064,2025-09-10,Damaged
O061071,2023-05-02,Late Delivery
O061080,2025-09-10,Late Delivery
O061082,2023-02-27,Damaged
O061097,2025-08-02,Damaged
O061104,2025-08-31,Wrong Product
O061107,2025-06-05,Customer Changed Mind
O061121,2025-12-23,Customer Changed Mind
O061149,2024-03-11,Customer Changed Mind
O061150,2025-03-23,Late Delivery
O061157,2023-02-20,Customer Changed Mind
O061160,2025-02-26,Wrong Product
O061188,2023-10-22,Quality Issue
O061199,2024-09-25,Quality Issue
O061204,2025-11-03,Quality Issue
O061213,2025-04-30,Quality Issue
O061229,2023-10-10,Quality Issue
O061231,2023-07-31,Late Delivery
O061248,2024-01-16,Late Delivery
O061261,2023-09-18,Damaged
O061262,2023-12-20,Late Delivery
